dataid,active_record,building_type,city,state,egauge_1min_min_time,egauge_1min_max_time,egauge_1min_data_availability,,egauge_1s_max_time,egauge_1s_data_availability,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,battery1,car1,car2,circpump1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,grid,heater1,heater2,heater3,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,sewerpump1,shed1,solar,solar2,sprinkler1,sumppump1,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1,wellpump1,water_ert_min_time,water_ert_max_time,water_data_availability,gas_ert_min_time,gas_ert_max_time,gas_data_availability,indoor_temp_min_time,indoor_temp_max_time,indoor_temp_data_availability,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,pv,pv_panel_direction,total_amount_of_pv,amount_of_south_facing_pv,amount_of_west_facing_pv,amount_of_east_facing_pv,number_of_nests,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,survey_2017,survey_2019,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,program_shines
2345,yes,Town Home,Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:59:51-05:00,2013-05-10 16:29:16-05:00,100%,,,,2/1/2011,,2008,1748,1010,738,0,,,,,,,,,,yes,,yes,,yes,yes,yes,,,yes,yes,,,,,
1176,yes,Single-Family Home 001 (Master),Berkeley,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/20/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/6/2019,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
2653,yes,Town Home,Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:59:41-05:00,2013-05-10 16:28:58-05:00,100%,,,,2/1/2011,,2008,2020,1074,946,0,,,,,,,,,,yes,,yes,yes,,,,,,yes,yes,,,,,
2224,yes,Single-Family Home 001 (Master),Berkeley,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/20/2020,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
1222,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-04-17 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 00:00:00-06:00,100%,,,,,,,,,,,,,,yes,,,,,,,,,yes,,,,,yes,,yes,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,yes,,yes,,,,,,,,,,,3/8/2019,,1958,1750,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,
7557,yes,Single-Family Home 001 (Master),Berkeley,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/27/2020,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
4622,yes,Single-Family Home 001 (Master),Oakland,California,2020-01-21 18:00:00-06:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-30 23:00:00-06:00,100%,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,3/7/2019,,1924,1350,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,
4090,yes,Single-Family Home 001 (Master),Austin,Texas,2019-03-14 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,2019-03-16 00:21:10.800728-05:00,2020-01-07 13:32:32.100516-06:00,2%,2019-11-21 10:04:00-06:00,2021-01-31 05:01:00-06:00,92%,3/6/2019,,2008,2075,2075,0,0,,,yes,South;West,9.99,4.995,4.995,,,,,,,,,,yes,,,yes,,,,,yes
3000,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-03-11 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,yes,,,,,,,yes,,,,,,yes,yes,,yes,,,,yes,,yes,,yes,,,,,yes,yes,,,,,,,,yes,yes,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,2/21/2019,,1951,2193,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
3273,,Apartment,Austin,Texas,2013-12-17 18:00:00-06:00,2018-10-20 02:59:00-05:00,1.00,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,9/26/2013,7/17/2020,,1001,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,
3700,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-04-02 19:00:00-05:00,2021-01-31 02:59:00-06:00,0.98,,2021-01-31 02:00:00-06:00,89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,yes,,,,,,,,,,yes,,yes,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2/20/2019,,1975,4794,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
2561,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-04-02 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,yes,yes,yes,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2/20/2019,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,
8278,yes,Single-Family Home 001 (Master),Austin,Texas,2019-03-27 03:00:00-05:00,2021-01-30 17:59:00-06:00,0.98,,2021-01-25 15:00:00-06:00,98%,yes,,,,,,,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,2019-11-25 11:04:00-06:00,2021-01-31 05:02:00-06:00,81%,2/19/2019,,2009,1994,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
11713,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/6/2019,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
6706,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-04-02 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,96%,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,yes,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/11/2019,,1975,4794,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
6672,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-03-15 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,,,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,2/11/2019,,1890,1426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3976,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-04-02 19:00:00-05:00,2020-09-05 10:59:00-05:00,0.99,,2020-09-05 09:00:00-05:00,99%,yes,,,,,,,,,,,,,yes,,,,,,,yes,,yes,,,,,,,yes,yes,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,yes,,,,,,yes,,yes,,,,,,,,,,,2/22/2019,,2016,2240,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,
153,yes,Single-Family Home 001 (Master),Austin,Texas,2019-03-18 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,yes,,,,,yes,,,,,,,,,,,yes,,,,,yes,,yes,,yes,,yes,,yes,,,,,,,,,yes,yes,yes,,,,,,,,yes,,yes,,yes,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,2/11/2019,,2007,2345,1385,960,0,0,0,yes,South,5.55,5.55,0,0,,,,,,,,,yes,,,yes,,,,,
3338,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-05-12 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,yes,yes,yes,,,,,,,yes,yes,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,2/7/2019,,1848,2484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,yes,Single-Family Home 001 (Master),Trumansburg,New York,2019-03-14 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,,,,,,,,,,,,,,,,,,yes,,,yes,,,,yes,,,,,yes,yes,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,yes,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,2/6/2019,,2013,1684,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
8825,yes,Single-Family Home 001 (Master),Brooktondale,New York,2019-04-06 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,2/4/2019,,1850,1808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,yes,Apartment,Austin,Texas,2019-03-05 18:00:00-06:00,2021-01-31 02:59:00-06:00,0.98,,2021-01-31 02:00:00-06:00,99%,yes,,,,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,1/29/2019,,,,,,,,,,,,,,,1,,,,,,,,,,,,,yes,,,
9477,yes,Single-Family Home 001 (Master),Berkeley,California,2019-10-01 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,yes,,yes,,yes,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,1/25/2019,,1927,1509,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
7069,yes,Single-Family Home 001 (Master),Brooktondale,New York,2019-04-02 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,yes,,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,,,yes,yes,yes,yes,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,yes,,yes,,,,,,,,,,,1/24/2019,,1972,2109,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
4431,,Single-Family Home 001 (Master),Ithaca,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/27/2019,4/22/2020,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
6703,yes,Single-Family Home 001 (Master),Locke,New York,2019-03-15 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,94%,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,yes,,,,,,,,,yes,,yes,yes,,,,,,,,,,,,,,,,,yes,,yes,yes,,,,yes,,,yes,,,,,,,,,,,,,,,,1/24/2019,,1810,1932,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
5495,yes,Single-Family Home 001 (Master),Lansing,New York,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,yes,,,yes,,,,yes,,,,,,yes,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,yes,,,,,,yes,,yes,,,,,,,,,,,1/24/2019,,1983,2816,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
3739,yes,Town Home,Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:59:49-05:00,2013-05-10 16:28:11-05:00,100%,,,,2/1/2011,,2009,2020,1074,946,0,,,,,,,,,,yes,,yes,,,,,,,yes,yes,,,,,
2786,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-03-07 18:00:00-06:00,2021-01-31 02:59:00-06:00,0.78,,2021-01-31 02:00:00-06:00,99%,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,yes,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,1/24/2019,,1900,1540,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
2358,yes,Single-Family Home 001 (Master),Brooktondale,New York,2019-03-06 18:00:00-06:00,2020-08-17 20:59:00-05:00,1.00,,2020-08-17 20:00:00-05:00,100%,,,,,,yes,,,,,,,,,,yes,yes,,,,,,yes,,,,,,,yes,yes,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,yes,,,,,,,,,,,2/7/2019,,1800,1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-04-02 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,1/24/2019,,1910,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6464,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-03-05 18:00:00-06:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,yes,yes,yes,yes,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,1/19/2019,,1988,1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9186,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-03-05 18:00:00-06:00,2021-01-24 07:59:00-06:00,0.99,,2021-01-24 06:00:00-06:00,99%,yes,,,,,,,,,,,,,,,,,yes,,,,,,,yes,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,1/18/2019,,1950,1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,yes,Single-Family Home 001 (Master),Groton,New York,2019-03-11 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,yes,,,,,,,yes,,,,,,,,,yes,,yes,,yes,,yes,,yes,yes,,,,yes,yes,yes,,,,,,,yes,yes,yes,yes,yes,yes,,,yes,,yes,,,,,,,,,,,yes,yes,,,,,yes,,,,,,yes,,yes,,,,,,,,,,,1/18/2019,,1977,1498,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,
4671,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:59:31-05:00,2016-04-04 02:27:12-05:00,28%,,,,2/1/2011,,2008,1240,620,620,0,,,,,,,,,,yes,,,yes,,,,,,yes,yes,,,CCET - Control,,
4726,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:59:55-05:00,2017-10-10 22:21:05-05:00,19%,,,,2/1/2011,,2009,1994,1001,993,0,,,,,,,,,,yes,,yes,,,,,,,yes,yes,,,,,
6126,,Single-Family Home 001 (Master),Ithaca,New York,2019-06-14 19:00:00-05:00,2020-10-02 17:59:00-05:00,1.00,,2020-10-02 07:00:00-05:00,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/2/2019,10/12/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-02-15 18:00:00-06:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,yes,yes,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,,,,,,,,,1/17/2019,,2002,2100,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,
6594,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-02-15 18:00:00-06:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,yes,,,,,,,,,,,,,,,,,,,,yes,,yes,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,yes,,yes,,,,,,yes,,yes,,,,,,,,,,,1/15/2019,,2012,2058,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
6514,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-02-15 18:00:00-06:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,,,,,,yes,,yes,yes,yes,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,yes,yes,yes,,,,,,yes,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,1/15/2019,,2001,1352,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,
5997,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-02-15 18:00:00-06:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,,,,,,yes,,,,,,,,,,,yes,,,,yes,,yes,,,,,yes,,yes,,,,,,,,,yes,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,,,,,,,,,,,1/15/2019,,1941,1582,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,
4550,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-04-02 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,yes,,,,yes,yes,,,,,yes,,,yes,yes,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,1/15/2019,,1940,1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-02-21 12:00:00-06:00,2021-01-31 02:59:00-06:00,0.95,,2021-01-31 02:00:00-06:00,95%,,,,yes,,,,,,,,,,,,yes,yes,,,,yes,,yes,,,,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,1/15/2019,,1909,1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-02-18 18:00:00-06:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,yes,,,,,,,,,,,,,,,,yes,,,,yes,,yes,,yes,yes,,,,yes,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,1/15/2019,,1965,1877,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7036,yes,Single-Family Home 001 (Master),Austin,Texas,2014-08-29 19:00:00-05:00,2015-01-25 23:59:00-06:00,1.00,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:57:36-05:00,2017-09-26 13:56:47-05:00,16%,,,,2/1/2011,,2007,2075,2075,0,0,,,yes,,,,,,,yes,,yes,,,,,,,yes,yes,,,,,
7113,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:59:55-05:00,2013-05-10 16:28:21-05:00,100%,,,,2/1/2011,,2009,2241,2241,0,0,,,,,,,,,,yes,,yes,,yes,yes,,,,yes,yes,,,,,
1293,yes,Single-Family Home 001 (Master),Berkeley,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/13/2020,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
9973,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-02-21 13:00:00-06:00,2021-01-31 02:59:00-06:00,0.86,,2021-01-31 02:00:00-06:00,86%,,,,,,,,,,,,,,yes,,,yes,,,,,,,,yes,yes,,,,yes,yes,,,,,,,,yes,yes,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,yes,,yes,,,,,,,,,,,,,1/14/2019,,1946,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7999,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-04-20 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,,,,yes,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,yes,,,,,,,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,1/13/2019,,1890,1500,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,
5982,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-03-05 18:00:00-06:00,2020-05-24 16:59:00-05:00,0.77,,2020-05-24 16:00:00-05:00,77%,,,,,,,,yes,,,,,,,,yes,yes,,,,yes,,yes,,,,,,,yes,yes,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,1/16/2019,,1860,2694,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11954,,Single-Family Home 001 (Master),Fremont,California,2019-07-02 19:00:00-05:00,2020-06-12 14:59:00-05:00,1.00,,2020-06-10 03:00:00-05:00,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/9/2018,6/12/2020,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,
11435,yes,Single-Family Home 001 (Master),Dryden,New York,2019-10-09 19:00:00-05:00,2019-12-07 06:59:00-06:00,0.99,,2019-12-07 06:00:00-06:00,100%,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/15/2019,,1993,1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9164,,Single-Family Home 001 (Master),Austin,Texas,2019-08-01 19:00:00-05:00,2020-07-15 02:59:00-05:00,0.73,,2020-07-15 02:00:00-05:00,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/17/2019,7/15/2020,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,
4628,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-02-18 18:00:00-06:00,2021-01-31 02:59:00-06:00,0.95,,2021-01-31 01:00:00-06:00,95%,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,yes,,,,,,,,yes,,yes,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,1/12/2019,,1946,1071,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
6172,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-04-02 19:00:00-05:00,2021-01-29 18:59:00-06:00,1.00,,2021-01-29 18:00:00-06:00,100%,,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,,,,yes,,,,,,,yes,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,1/11/2019,,2002,720,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,
3488,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-02-19 18:00:00-06:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,yes,,,,,yes,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,yes,yes,,,,,,,,,,,,,1/11/2019,,1940,1368,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,
2448,yes,Single-Family Home 001 (Master),Ithaca,New York,2019-03-05 18:00:00-06:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,,,,,,,,yes,yes,,,,,,,,yes,,,,,,yes,,,yes,,,,yes,,,,,,,,,yes,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/11/2019,,1924,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,
